applicant_id,sector,county,quarter,loan_purpose,owner_education_level,business_age_years,num_employees,monthly_revenue_kes,loan_amount_kes,loan_term_months,interest_rate_pct,collateral_value_kes,debt_to_income_ratio,credit_score,num_previous_loans,missed_payments_count,online_presence_score,customer_satisfaction_score,competitor_density,credit_risk_category
168,Manufacturing,Eldoret,Q4,Inventory Financing,Masters,19.6,6,5836811.0,4599768.0,48,13.99,7456896.0,0.679,621.0,0,2,52.9,4.3,5,Low
169,Hospitality,Nairobi,Q3,Inventory Financing,Diploma,6.4,6,1939027.0,6069704.0,48,12.2,,0.682,538.0,2,0,32.5,3.5,10,High
170,Technology,Other,Q1,Working Capital,Certificate,2.1,11,1125935.0,3278131.0,48,13.73,,0.255,737.0,0,3,56.4,3.2,10,Medium
171,Agriculture,Nairobi,Q4,Inventory Financing,Doctorate,3.1,8,3437245.0,6382539.0,60,18.32,4514700.0,0.324,668.0,2,2,77.5,2.9,5,Low
172,Manufacturing,Other,Q2,Working Capital,Secondary,9.7,10,1546102.0,3499115.0,12,15.93,,0.336,748.0,1,0,34.7,3.6,5,Medium
173,Manufacturing,Eldoret,Q2,Working Capital,Secondary,11.0,12,1544433.0,1352405.0,12,17.73,2330830.0,0.237,489.0,2,1,26.6,4.4,6,Low
174,Retail,Mombasa,Q1,Business Expansion,Bachelors,5.8,14,1666172.0,5262362.0,24,11.49,3847288.0,0.035,701.0,1,1,82.2,3.6,10,Low
175,Retail,Mombasa,Q3,Working Capital,Masters,3.9,12,2424628.0,5060504.0,24,10.0,,0.28,619.0,0,0,59.6,2.3,9,Medium
176,Hospitality,Nairobi,Q2,Working Capital,Bachelors,8.8,11,801263.0,1994979.0,18,15.97,,0.41,,1,0,87.2,2.4,5,Medium
177,Services,Nairobi,Q3,Inventory Financing,Secondary,2.1,10,1711257.0,5754538.0,36,8.0,,0.804,681.0,2,0,67.8,4.3,5,High
178,Services,Nakuru,Q3,Equipment Purchase,Diploma,2.4,9,1545989.0,4559373.0,24,14.62,7569895.0,0.55,786.0,1,2,43.6,3.8,7,Low
179,Manufacturing,Eldoret,Q3,Inventory Financing,Primary,4.4,11,1245241.0,2681280.0,24,10.66,,1.031,607.0,1,1,89.1,4.4,6,High
180,Retail,Other,Q2,Equipment Purchase,Primary,6.7,9,5002517.0,15129414.0,24,15.79,20602372.0,0.456,635.0,2,1,86.8,3.6,5,Low
181,Technology,Mombasa,Q2,Working Capital,Bachelors,5.6,7,608996.0,1718783.0,12,16.83,2776195.0,0.513,528.0,0,0,5.1,4.3,11,Medium
182,Services,Other,Q1,Equipment Purchase,Primary,6.0,13,1647942.0,5250290.0,48,11.68,3370176.0,0.277,670.0,2,2,63.7,2.7,8,Low
183,Services,Nairobi,Q2,Working Capital,Primary,1.7,9,1800024.0,5637867.0,6,18.83,3571350.0,0.417,576.0,1,2,63.5,1.5,4,Low
184,Agriculture,Other,Q3,Working Capital,Secondary,3.7,8,1863642.0,2406891.0,12,16.5,1036063.0,0.65,664.0,2,1,59.2,3.4,5,Medium
185,Technology,Other,Q4,Working Capital,Bachelors,4.7,12,4281576.0,12512970.0,36,15.01,,0.952,724.0,2,0,74.3,5.0,3,High
186,Retail,Nairobi,Q3,Equipment Purchase,Diploma,3.7,9,424685.0,1297490.0,24,12.53,2238853.0,0.336,707.0,2,0,49.4,3.7,4,Low
187,Retail,Other,Q1,Working Capital,Secondary,3.1,11,1301450.0,800329.0,18,12.74,813709.0,0.719,703.0,1,1,42.6,3.9,9,Medium
188,Retail,Nakuru,Q1,Working Capital,Certificate,7.2,6,976601.0,1683826.0,12,14.57,,0.099,850.0,2,1,66.3,3.9,3,Low
189,Retail,Nakuru,Q4,Inventory Financing,Masters,3.9,10,660408.0,2112439.0,36,18.17,1093157.0,0.39,589.0,3,0,58.3,4.1,8,Medium
190,Retail,Other,Q2,Inventory Financing,Secondary,2.5,4,1089612.0,2233556.0,60,15.19,3644457.0,0.259,559.0,2,2,9.3,3.1,3,Low
191,Retail,Kisumu,Q2,Business Expansion,Primary,9.8,7,2299183.0,4082110.0,60,10.45,3053387.0,0.188,717.0,3,2,58.9,3.7,3,Low
192,Agriculture,Kisumu,Q1,Working Capital,Diploma,5.4,8,1390021.0,1074786.0,36,10.34,,0.439,656.0,1,1,15.4,3.0,4,Medium
193,Retail,Mombasa,Q1,Business Expansion,Secondary,1.1,10,5435340.0,16843482.0,18,16.23,19387687.0,0.269,511.0,3,1,70.4,3.2,2,Low
194,Agriculture,Other,Q1,Business Expansion,Diploma,6.6,9,639548.0,1854434.0,60,14.66,845950.0,0.282,,2,0,32.8,2.6,10,Medium
195,Retail,Other,Q2,Equipment Purchase,Secondary,15.8,9,2371727.0,3210545.0,48,18.08,2941692.0,0.465,801.0,3,1,48.1,3.3,4,Low
196,Manufacturing,Nairobi,Q2,Working Capital,Primary,9.0,12,2133560.0,6161711.0,18,17.07,4321443.0,0.456,502.0,4,2,31.8,5.0,5,Medium
197,Retail,Eldoret,Q2,Working Capital,Diploma,10.4,5,1937545.0,6720690.0,60,18.13,10651835.0,0.791,657.0,0,1,29.9,,7,Low
198,Hospitality,Nairobi,Q2,Equipment Purchase,Bachelors,11.3,7,2737225.0,9498550.0,36,19.08,13752281.0,0.664,555.0,1,0,100.0,3.9,6,Low
199,Technology,Nairobi,Q2,Working Capital,Secondary,6.6,5,1459453.0,3003466.0,6,18.2,,0.617,757.0,2,0,54.7,3.8,4,Medium
200,Agriculture,Nairobi,Q4,Inventory Financing,Secondary,2.9,6,2251170.0,3961412.0,36,16.57,,0.233,714.0,4,0,59.9,4.1,5,Low
201,Services,Kisumu,Q4,Equipment Purchase,Masters,9.7,15,1530820.0,2965829.0,48,9.67,4291508.0,0.496,665.0,0,1,81.4,4.6,3,Low
202,Manufacturing,Nairobi,Q1,Business Expansion,Secondary,1.9,11,1179996.0,1913970.0,12,17.7,3100248.0,0.224,,2,0,70.9,2.1,3,Low
203,Manufacturing,Nairobi,Q1,Inventory Financing,Secondary,5.3,2,939389.0,3108750.0,48,18.24,2935836.0,0.122,553.0,1,1,26.2,4.1,4,Low
204,Retail,Nairobi,Q3,Business Expansion,Certificate,7.5,4,1332941.0,2436910.0,12,17.26,960540.0,0.688,656.0,3,0,32.4,4.1,6,Medium
205,Agriculture,Nairobi,Q2,Working Capital,Secondary,6.1,8,2718518.0,8257598.0,36,12.0,10589929.0,0.771,605.0,3,2,15.4,3.8,9,Low
206,Retail,Eldoret,Q3,Working Capital,Secondary,3.7,10,1215393.0,1641623.0,24,17.03,,0.445,542.0,2,0,31.3,4.0,2,High
207,Services,Nairobi,Q1,Inventory Financing,Masters,1.9,9,2572377.0,8329138.0,6,18.79,,0.592,796.0,1,1,44.1,4.2,6,Medium
208,Technology,Mombasa,Q2,Working Capital,Primary,15.3,13,1720966.0,3827987.0,36,17.0,,0.429,589.0,0,0,79.2,2.5,10,Medium
209,Services,Kisumu,Q4,Working Capital,Bachelors,8.1,12,1769422.0,1395640.0,48,14.59,,0.113,590.0,0,1,57.1,3.2,11,Medium
210,Retail,Nairobi,Q3,Business Expansion,Diploma,3.2,8,3794871.0,5648800.0,60,9.47,5888478.0,0.175,571.0,0,0,67.5,4.0,1,Low
211,Hospitality,Nairobi,Q4,Inventory Financing,Primary,2.1,10,776209.0,1140433.0,12,13.1,1948900.0,0.365,700.0,2,1,33.1,2.5,5,Low
212,Hospitality,Other,Q1,Inventory Financing,Secondary,5.5,8,1629888.0,4451959.0,18,21.14,,0.302,601.0,3,2,54.2,3.6,7,High
213,Retail,Other,Q1,Business Expansion,Diploma,5.3,6,3049180.0,8232408.0,36,15.89,10974487.0,0.251,694.0,0,0,90.2,1.5,3,Low
214,Manufacturing,Other,Q2,Business Expansion,Diploma,5.7,10,2483303.0,4644280.0,24,18.67,6905104.0,0.137,622.0,1,0,40.3,4.2,2,Low
215,Services,Nairobi,Q3,Equipment Purchase,Secondary,11.9,11,2398883.0,5179859.0,36,15.12,6423732.0,0.329,571.0,0,1,57.7,3.2,3,Low
216,Hospitality,Eldoret,Q1,Working Capital,Secondary,2.8,6,4057533.0,11663702.0,12,12.24,,0.892,521.0,2,0,68.2,4.3,7,High
217,Services,Mombasa,Q1,Business Expansion,Masters,6.7,5,1329243.0,1895877.0,60,19.66,1880060.0,0.191,532.0,2,0,33.7,3.8,6,Low
218,Services,Nairobi,Q4,Working Capital,Bachelors,1.2,8,1767960.0,5843478.0,12,17.23,,0.451,393.0,1,2,55.4,3.6,10,High
219,Retail,Mombasa,Q3,Inventory Financing,Diploma,4.1,9,5257712.0,12135784.0,60,19.34,,0.54,581.0,0,0,90.8,,6,Medium
220,Services,Other,Q1,Working Capital,Masters,12.3,19,912889.0,2407692.0,24,16.0,,0.405,,4,0,47.1,1.9,9,Medium
221,Services,Other,Q3,Working Capital,Secondary,1.7,7,2356693.0,7888499.0,12,12.22,,0.293,702.0,1,1,80.4,3.9,8,Medium
222,Retail,Mombasa,Q1,Inventory Financing,Secondary,8.5,11,2672640.0,5266867.0,6,20.11,,0.454,717.0,2,3,46.9,3.4,4,Medium
223,Agriculture,Nairobi,Q4,Working Capital,Bachelors,3.7,6,2106894.0,6364153.0,36,14.78,4210610.0,0.447,560.0,4,1,58.2,2.4,6,Low
224,Manufacturing,Other,Q3,Business Expansion,Certificate,4.4,12,2277688.0,4263348.0,36,16.74,3755530.0,0.359,504.0,2,2,66.2,3.6,6,Low
225,Manufacturing,Other,Q4,Working Capital,Certificate,3.3,6,1005191.0,2405383.0,36,16.7,,0.181,654.0,2,0,46.6,3.4,4,Medium
226,Retail,Kisumu,Q2,Inventory Financing,Bachelors,7.0,5,1987969.0,4459049.0,12,18.37,,0.086,609.0,1,2,51.0,3.8,3,Medium
227,Manufacturing,Nairobi,Q1,Working Capital,Doctorate,7.4,14,1686099.0,1134973.0,18,17.18,381818.0,0.446,686.0,0,2,60.1,3.7,8,Medium
228,Manufacturing,Kisumu,Q3,Business Expansion,Bachelors,9.2,5,2362833.0,1215032.0,12,19.87,1201611.0,0.825,633.0,2,0,52.8,3.5,7,Medium
229,Services,Nakuru,Q3,Inventory Financing,Bachelors,3.8,8,1918547.0,1632805.0,48,15.39,,0.303,666.0,1,1,61.5,2.6,7,Low
230,Services,Mombasa,Q2,Working Capital,Certificate,2.8,5,5522476.0,14841060.0,48,18.94,,0.175,563.0,3,0,48.5,5.0,3,Medium
231,Hospitality,Mombasa,Q1,Working Capital,Bachelors,10.5,5,3593498.0,9231455.0,24,20.5,,0.486,676.0,3,2,74.5,3.3,8,Medium
232,Manufacturing,Nairobi,Q1,Working Capital,Secondary,3.1,8,6624232.0,6931841.0,18,14.94,,0.571,547.0,0,0,38.6,2.7,8,Medium
233,Services,Nairobi,Q4,Working Capital,Secondary,7.3,6,3474198.0,11716057.0,60,12.44,10770992.0,0.578,797.0,0,1,34.5,3.6,8,Low
234,Services,Nairobi,Q4,Business Expansion,Secondary,3.0,2,2275086.0,7894005.0,18,15.44,5392907.0,0.235,618.0,1,1,74.9,3.3,5,Low
235,Retail,Nairobi,Q1,Equipment Purchase,Diploma,7.2,8,2945182.0,10002008.0,6,19.59,12342996.0,0.4,617.0,0,0,81.1,2.9,12,Low
236,Retail,Other,Q1,Inventory Financing,Masters,24.2,5,5236876.0,3492167.0,36,16.68,5115467.0,0.392,556.0,1,1,49.9,2.9,7,Low
237,Manufacturing,Nairobi,Q4,Business Expansion,Bachelors,8.5,13,1125359.0,3068127.0,24,18.78,3648193.0,0.336,561.0,2,0,61.2,2.9,7,Low
238,Retail,Eldoret,Q2,Business Expansion,Secondary,2.9,8,673197.0,353322.0,12,15.76,435050.0,0.281,662.0,0,1,69.1,3.6,4,Low
239,Agriculture,Eldoret,Q2,Working Capital,Diploma,5.3,10,724309.0,382303.0,18,10.09,,0.444,762.0,2,1,68.5,3.6,4,Low
240,Technology,Mombasa,Q4,Working Capital,Certificate,6.0,7,2933813.0,6171651.0,48,13.07,,0.106,651.0,2,0,32.4,3.9,8,Medium
241,Hospitality,Kisumu,Q1,Inventory Financing,Bachelors,4.8,5,1434358.0,4144192.0,36,11.52,,0.196,623.0,2,0,56.0,2.0,3,Medium
242,Retail,Nairobi,Q2,Inventory Financing,Certificate,8.5,7,1558818.0,1150019.0,24,9.99,,0.232,573.0,1,1,59.3,2.1,7,Medium
243,Agriculture,Nakuru,Q1,Equipment Purchase,Secondary,8.5,11,2013699.0,4675729.0,24,14.87,3434497.0,0.3,616.0,2,1,27.5,4.1,3,Low
244,Manufacturing,Nakuru,Q4,Inventory Financing,Secondary,6.0,8,2995725.0,2455877.0,24,18.98,,0.404,794.0,2,1,92.2,4.6,8,Low
245,Retail,Eldoret,Q4,Business Expansion,Primary,13.6,6,1560425.0,2539401.0,18,17.43,1675311.0,0.331,570.0,2,0,69.8,3.8,4,Low
246,Hospitality,Mombasa,Q1,Working Capital,Certificate,2.5,12,1031580.0,2266047.0,12,16.96,,0.681,,0,3,86.1,4.5,7,High
247,Retail,Other,Q2,Working Capital,Secondary,3.1,11,1270172.0,4319552.0,12,17.19,6292741.0,0.173,628.0,2,0,70.5,2.9,6,Low
248,Manufacturing,Other,Q3,Business Expansion,Certificate,0.5,6,2703883.0,6210233.0,12,14.72,5152073.0,0.047,682.0,3,1,68.0,2.6,3,Low
249,Services,Kisumu,Q1,Inventory Financing,Diploma,5.8,8,1602061.0,1954336.0,48,20.59,,0.376,588.0,1,0,47.6,4.7,4,Medium
250,Hospitality,Nakuru,Q3,Inventory Financing,Masters,4.1,13,2570848.0,3128011.0,24,18.09,1962598.0,0.223,499.0,1,1,33.9,4.0,7,Medium
251,Hospitality,Nairobi,Q4,Equipment Purchase,Bachelors,6.7,8,3465173.0,8408037.0,18,17.6,2870391.0,0.096,586.0,1,0,53.8,3.6,7,Low
252,Agriculture,Other,Q3,Working Capital,Diploma,2.8,7,1458703.0,3217129.0,6,9.22,,0.139,574.0,0,3,5.4,2.4,8,Medium
253,Retail,Nakuru,Q1,Working Capital,Certificate,2.6,5,1024138.0,740569.0,36,18.75,,0.491,596.0,0,0,81.1,4.5,7,Medium
254,Retail,Other,Q4,Working Capital,Secondary,5.3,9,820636.0,636373.0,12,19.18,617261.0,0.341,489.0,0,0,63.7,2.7,4,Medium
255,Hospitality,Nairobi,Q2,Inventory Financing,Diploma,3.1,6,1235038.0,3535112.0,36,15.52,,0.346,659.0,3,0,40.7,2.9,7,Medium
256,Agriculture,Other,Q1,Working Capital,Primary,6.3,8,935403.0,2157039.0,24,10.66,,0.142,506.0,0,1,43.1,2.7,4,Medium
257,Retail,Nairobi,Q2,Inventory Financing,Primary,6.2,5,2034743.0,4180218.0,48,18.53,7448758.0,0.243,771.0,0,1,48.3,1.5,2,Low
258,Services,Kisumu,Q3,Working Capital,Diploma,4.7,8,769676.0,2357572.0,24,14.36,,1.034,725.0,1,0,54.9,2.9,6,High
259,Agriculture,Nairobi,Q2,Inventory Financing,Secondary,8.2,7,2046655.0,6035066.0,60,14.81,,0.631,702.0,0,0,23.1,4.3,5,Medium
260,Hospitality,Nairobi,Q4,Equipment Purchase,Bachelors,5.5,10,1360412.0,3300506.0,18,14.62,5663606.0,0.386,671.0,3,3,21.2,4.3,7,Low
261,Retail,Eldoret,Q3,Inventory Financing,Diploma,3.8,9,2834342.0,3872483.0,12,14.93,2658863.0,0.202,623.0,2,0,81.8,1.7,6,Low
262,Services,Nairobi,Q1,Business Expansion,Diploma,2.4,6,844888.0,615496.0,60,12.55,601553.0,0.715,768.0,3,3,36.7,4.3,9,Medium
263,Retail,Mombasa,Q4,Business Expansion,Masters,6.6,11,1899445.0,1220202.0,12,16.79,2003866.0,0.335,661.0,2,0,52.4,4.1,7,Low
264,Retail,Nairobi,Q3,Working Capital,Secondary,2.8,7,2655971.0,2168455.0,12,19.52,3345326.0,0.356,663.0,2,1,80.5,3.3,9,Low
265,Retail,Other,Q3,Working Capital,Secondary,9.5,10,676504.0,828153.0,12,15.54,,0.399,616.0,1,0,39.4,3.2,3,Medium
266,Retail,Nairobi,Q2,Equipment Purchase,Diploma,6.4,9,2211621.0,6584046.0,18,12.23,9474283.0,0.166,570.0,2,0,79.7,3.4,2,Low
267,Technology,Nairobi,Q2,Inventory Financing,Masters,3.4,6,1199041.0,2101498.0,24,14.57,3536943.0,0.395,638.0,0,3,62.7,2.0,8,Low
268,Retail,Other,Q2,Inventory Financing,Primary,2.1,4,929722.0,2153966.0,12,15.09,,0.808,497.0,2,0,65.4,4.3,4,High
269,Hospitality,Nakuru,Q2,Business Expansion,Diploma,1.8,10,637671.0,857214.0,24,14.95,1237291.0,0.55,466.0,3,0,17.2,4.3,10,Medium
270,Services,Nakuru,Q3,Business Expansion,Bachelors,11.8,8,1965673.0,6797175.0,60,16.63,12001991.0,0.533,,3,0,33.8,,9,Low
271,Manufacturing,Other,Q1,Working Capital,Secondary,0.6,9,1108387.0,1440627.0,24,15.32,,0.714,532.0,0,1,43.0,2.7,7,High
272,Retail,Nairobi,Q3,Inventory Financing,Bachelors,2.7,12,1315837.0,1773462.0,24,15.63,,0.295,613.0,1,0,75.7,4.6,7,Medium
273,Hospitality,Nakuru,Q3,Business Expansion,Diploma,22.4,5,3408169.0,7609961.0,18,15.77,9086894.0,0.381,560.0,4,1,42.3,3.5,6,Low
274,Services,Eldoret,Q3,Business Expansion,Certificate,9.1,7,267106.0,940007.0,18,12.04,1315270.0,0.635,773.0,3,1,44.3,3.6,4,Medium
275,Hospitality,Eldoret,Q3,Inventory Financing,Diploma,14.0,5,3389980.0,12023804.0,18,16.88,,0.518,543.0,3,0,65.4,3.2,10,High
276,Manufacturing,Nakuru,Q4,Working Capital,Masters,7.5,8,7468982.0,21325109.0,36,18.54,22832787.0,0.268,657.0,1,1,100.0,2.9,5,Low
277,Retail,Nairobi,Q2,Business Expansion,Certificate,5.6,12,1651205.0,993016.0,36,16.59,1446061.0,0.413,714.0,1,1,69.5,3.4,8,Low
278,Manufacturing,Nairobi,Q3,Business Expansion,Certificate,7.0,8,1367393.0,2202003.0,48,16.11,2289150.0,0.352,447.0,2,1,63.4,3.2,6,Medium
279,Services,Eldoret,Q4,Business Expansion,Diploma,1.7,7,1521675.0,3984223.0,24,24.11,6930744.0,0.385,729.0,4,1,53.8,3.0,11,Low
280,Services,Kisumu,Q4,Working Capital,Primary,2.8,10,2917505.0,4282642.0,24,16.83,2871986.0,0.892,628.0,2,2,27.9,3.8,7,Medium
281,Manufacturing,Nairobi,Q2,Business Expansion,Bachelors,2.2,13,7758591.0,17634669.0,24,22.03,13557990.0,0.724,,1,1,67.3,,3,Low
282,Hospitality,Nairobi,Q3,Inventory Financing,Primary,1.9,5,971944.0,2340602.0,60,13.39,,0.745,724.0,1,0,31.9,2.8,5,High
283,Retail,Kisumu,Q3,Business Expansion,Masters,21.5,12,305251.0,350404.0,18,13.12,419667.0,0.278,558.0,0,0,0.0,3.5,3,Medium
284,Agriculture,Nairobi,Q2,Working Capital,Masters,2.5,7,1990307.0,6702038.0,36,11.26,,0.402,579.0,2,1,47.9,3.3,3,High
285,Services,Eldoret,Q3,Inventory Financing,Bachelors,9.5,6,1722372.0,4068676.0,48,12.49,4274519.0,0.298,747.0,1,1,76.8,4.0,5,Low
286,Retail,Nairobi,Q1,Working Capital,Bachelors,0.8,9,1446556.0,2178750.0,24,12.82,1727799.0,0.624,649.0,3,0,40.6,3.1,4,Low
287,Retail,Other,Q3,Working Capital,Diploma,0.6,7,1387899.0,934202.0,12,15.4,789795.0,0.28,577.0,2,1,60.7,3.5,4,Medium
288,Agriculture,Nairobi,Q1,Inventory Financing,Secondary,5.3,9,428584.0,755661.0,60,16.3,,0.413,750.0,0,0,67.0,4.6,9,Medium
289,Services,Mombasa,Q2,Business Expansion,Diploma,7.8,8,2150806.0,2075095.0,18,14.59,3324787.0,0.461,,2,1,78.9,4.2,10,Low
290,Services,Nairobi,Q2,Working Capital,Diploma,1.9,5,1028606.0,2782255.0,6,15.7,4303573.0,0.685,751.0,0,2,60.5,3.5,5,Low
291,Retail,Eldoret,Q3,Inventory Financing,Secondary,4.2,8,2018991.0,4353500.0,60,13.5,3025306.0,0.473,762.0,2,0,47.6,4.6,7,Low
292,Retail,Kisumu,Q1,Business Expansion,Bachelors,11.9,6,1369983.0,2324969.0,24,12.85,3264293.0,0.378,679.0,0,1,68.6,3.9,3,Low
293,Services,Nairobi,Q3,Working Capital,Secondary,11.0,6,1037797.0,1176636.0,6,12.54,1532946.0,0.471,770.0,3,1,49.8,5.0,7,Low
294,Manufacturing,Other,Q3,Working Capital,Diploma,2.5,13,515154.0,1231868.0,48,14.37,1165070.0,0.336,660.0,3,0,70.9,3.8,6,Medium
295,Manufacturing,Nakuru,Q2,Inventory Financing,Secondary,15.1,6,4672629.0,15390284.0,48,19.47,,0.389,601.0,0,1,61.0,3.1,5,Medium
296,Technology,Nairobi,Q3,Inventory Financing,Secondary,13.3,10,1799705.0,5821832.0,6,8.39,,0.735,609.0,1,0,69.5,4.1,6,High
297,Technology,Other,Q3,Working Capital,Bachelors,9.7,8,2260975.0,1321680.0,24,17.64,903537.0,0.263,637.0,0,1,38.8,2.8,3,Low
298,Services,Mombasa,Q3,Equipment Purchase,Bachelors,1.3,6,4288290.0,9130434.0,48,17.71,15460815.0,0.505,658.0,3,2,67.2,4.1,4,Low
299,Services,Other,Q1,Business Expansion,Primary,2.9,13,2269032.0,5075667.0,48,14.36,4574280.0,0.281,639.0,1,0,68.2,3.9,3,Low
300,Hospitality,Nairobi,Q2,Working Capital,Bachelors,6.8,3,2031045.0,6639883.0,18,17.36,5161424.0,0.542,805.0,3,1,48.4,2.1,8,Low
301,Manufacturing,Other,Q2,Working Capital,Masters,4.8,9,391266.0,503280.0,18,19.92,,0.477,594.0,1,0,29.1,2.6,5,Medium
302,Retail,Nairobi,Q2,Equipment Purchase,Bachelors,5.4,11,3528102.0,4053280.0,36,13.47,3383436.0,0.316,611.0,3,0,17.0,3.4,9,Low
303,Services,Eldoret,Q4,Inventory Financing,Diploma,7.0,10,3054929.0,3151972.0,24,16.46,,0.448,713.0,1,0,16.9,3.8,8,Low
304,Services,Nairobi,Q2,Business Expansion,Secondary,6.0,8,845285.0,2949420.0,48,14.17,4411639.0,0.144,599.0,1,0,65.3,3.3,5,Low
305,Manufacturing,Mombasa,Q2,Working Capital,Diploma,8.5,11,674821.0,1978349.0,48,14.81,2577771.0,0.504,721.0,0,1,53.6,4.1,6,Low
306,Agriculture,Nakuru,Q4,Inventory Financing,Certificate,13.6,8,2421440.0,6974320.0,12,15.48,,0.901,738.0,1,2,57.2,2.9,2,High
307,Hospitality,Nairobi,Q2,Business Expansion,Masters,6.1,10,1542885.0,3945275.0,60,15.48,3113081.0,0.344,564.0,3,0,71.3,3.7,1,Low
308,Hospitality,Nairobi,Q1,Working Capital,Bachelors,3.9,7,4171725.0,7764129.0,24,13.71,,0.286,574.0,1,0,49.0,3.1,6,Medium
309,Retail,Nairobi,Q3,Working Capital,Secondary,5.1,7,732668.0,886699.0,36,14.11,,0.681,632.0,1,0,33.6,3.4,3,High
310,Services,Eldoret,Q2,Working Capital,Bachelors,1.9,7,1549573.0,1605328.0,18,19.17,,0.096,664.0,0,2,71.0,1.9,6,Medium
311,Agriculture,Nairobi,Q3,Equipment Purchase,Bachelors,5.6,6,2563988.0,3241825.0,6,20.31,2729151.0,0.156,592.0,0,0,4.8,2.1,6,Low
312,Hospitality,Mombasa,Q3,Equipment Purchase,Secondary,11.0,9,2440592.0,7039623.0,6,16.73,12532955.0,0.595,568.0,2,1,17.7,2.6,8,Low
313,Agriculture,Nairobi,Q2,Working Capital,Secondary,0.7,7,723613.0,498995.0,12,18.31,,0.811,490.0,0,0,75.8,2.6,5,High
314,Manufacturing,Nairobi,Q1,Inventory Financing,Primary,0.9,10,642650.0,547408.0,36,14.68,,0.676,619.0,0,0,26.3,3.7,7,Medium
315,Hospitality,Other,Q4,Business Expansion,Bachelors,9.8,8,1342282.0,2862381.0,12,14.29,1268842.0,0.334,703.0,1,2,30.1,3.0,4,Low
316,Services,Kisumu,Q4,Equipment Purchase,Primary,3.1,11,6376633.0,5736167.0,36,16.34,2966399.0,0.533,672.0,1,2,45.2,2.7,9,Low
317,Technology,Nakuru,Q2,Inventory Financing,Secondary,4.7,7,1007929.0,2043277.0,6,19.13,2546644.0,0.134,610.0,3,1,36.8,4.0,5,Low
318,Hospitality,Nakuru,Q2,Business Expansion,Bachelors,7.0,11,1298314.0,2058275.0,36,16.4,2564262.0,0.396,780.0,1,0,53.5,4.0,6,Low
319,Retail,Other,Q3,Inventory Financing,Secondary,15.1,5,3343402.0,7359968.0,6,11.7,,0.421,,0,0,48.6,3.6,4,Low
320,Services,Nairobi,Q2,Inventory Financing,Secondary,9.6,9,2401973.0,6704314.0,12,18.53,5779724.0,0.112,698.0,4,1,0.0,4.0,7,Low
321,Technology,Nairobi,Q3,Business Expansion,Primary,9.7,9,4305546.0,4770217.0,6,22.21,1733619.0,0.29,673.0,1,0,77.1,3.6,5,Low
322,Retail,Mombasa,Q1,Business Expansion,Primary,8.2,7,1143991.0,2611710.0,6,16.85,3798308.0,0.332,617.0,1,2,60.9,3.4,4,Low
323,Manufacturing,Nairobi,Q4,Inventory Financing,Diploma,2.6,9,1069966.0,1688586.0,18,10.71,1056244.0,0.439,760.0,2,1,52.8,3.4,9,Low
324,Services,Nairobi,Q2,Business Expansion,Secondary,7.0,5,2927809.0,5926742.0,12,16.39,3396250.0,0.191,671.0,1,0,20.0,,3,Low
325,Technology,Other,Q2,Inventory Financing,Masters,13.2,5,1627234.0,3626839.0,18,21.62,2901720.0,0.449,656.0,0,0,83.2,2.8,7,Low
326,Retail,Nakuru,Q3,Working Capital,Primary,0.3,3,1565712.0,948130.0,12,14.94,,0.582,645.0,3,1,47.9,3.6,5,Medium
327,Retail,Mombasa,Q1,Equipment Purchase,Secondary,0.7,6,830149.0,729578.0,6,16.93,1271073.0,0.503,728.0,3,0,91.7,2.5,2,Low
328,Technology,Nairobi,Q2,Working Capital,Secondary,7.7,8,1072444.0,2221936.0,36,14.9,3943678.0,0.252,,1,1,100.0,3.0,5,Low
329,Retail,Eldoret,Q2,Inventory Financing,Bachelors,1.9,6,981848.0,1554332.0,12,17.09,,0.309,702.0,1,2,86.1,3.7,5,Medium
330,Retail,Kisumu,Q1,Inventory Financing,Bachelors,4.1,7,1119072.0,2596787.0,24,9.31,4199149.0,0.589,665.0,2,0,98.8,4.2,7,Low
331,Agriculture,Nairobi,Q2,Equipment Purchase,Secondary,6.3,7,1095771.0,2223038.0,12,13.41,1999996.0,0.283,788.0,2,0,42.3,1.5,6,Low
332,Agriculture,Other,Q3,Equipment Purchase,Primary,14.5,8,1560043.0,2749573.0,6,14.58,979287.0,0.615,703.0,0,1,0.0,,12,Low
333,Services,Other,Q1,Working Capital,Primary,5.1,6,1355368.0,1113916.0,18,17.15,1889751.0,0.227,580.0,1,0,50.7,3.9,5,Low
334,Retail,Other,Q2,Inventory Financing,Bachelors,6.1,9,3386038.0,11434700.0,60,16.07,7454113.0,0.679,608.0,2,1,84.1,3.4,7,Low
335,Technology,Other,Q4,Business Expansion,Bachelors,11.9,5,5677285.0,14209795.0,36,13.17,6877428.0,0.081,723.0,1,0,66.7,4.2,7,Low
336,Retail,Kisumu,Q4,Inventory Financing,Diploma,2.9,6,1326386.0,3702420.0,36,14.72,,0.401,629.0,2,0,20.0,3.1,3,Medium
337,Services,Nairobi,Q1,Business Expansion,Certificate,1.5,8,4321422.0,3357375.0,36,12.05,1199668.0,0.512,709.0,1,2,77.2,3.9,6,Medium
338,Retail,Nakuru,Q3,Equipment Purchase,Certificate,11.8,12,2519793.0,6991620.0,12,13.0,4619602.0,0.263,697.0,1,0,55.8,,1,Low
