campaign_id,platform,campaign_objective,industry_sector,influencer_partnership,team_experience_level,campaign_duration_days,daily_budget_kes,total_campaign_spend_kes,target_audience_size,creative_count,avg_engagement_rate_pct,click_through_rate_pct,previous_campaign_success_score,influencer_fee_kes,campaign_roi_pct
813,Google Ads,Awareness,Finance,No,Intermediate,7.0,1329.0,8934.0,76249.0,7,3.0297239759370864,2.1,38.4,,40.71
814,Instagram,Consideration,Education,Yes,Expert,14.0,5765.0,82578.0,32392.0,7,3.383635836434102,2.58,24.0,52690.76874010864,27.46
815,Facebook,Awareness,Retail,No,Novice,3.0,2317.0,6701.0,109759.0,5,1.5080786649045352,1.07,61.1,,13.46
816,Google Ads,Awareness,Hospitality,No,Novice,13.0,3828.0,49404.0,35197.0,3,3.968762095932927,2.1,65.9,,33.64
817,Instagram,Conversion,Education,Yes,Intermediate,28.0,500.0,14189.0,11533.0,3,3.007349112956965,1.66,60.5,9408.754037962051,12.33
818,Google Ads,Awareness,Technology,Yes,Novice,13.0,5485.0,71847.0,154346.0,5,2.338461361148272,1.51,39.2,30648.710981597986,21.29
819,Facebook,Consideration,Retail,No,Intermediate,11.0,6787.0,73046.0,101090.0,4,2.9238490770055967,3.2,46.6,,16.63
820,TikTok,Conversion,Hospitality,No,Novice,21.0,1343.0,27641.0,161868.0,4,1.2222449167444145,2.72,90.3,,27.57
821,Google Ads,Conversion,Education,No,Intermediate,6.0,4848.0,30359.0,46104.0,4,2.883083466767541,1.27,38.9,,16.06
822,Instagram,Consideration,Technology,No,Intermediate,19.0,1243.0,22951.0,83850.0,2,3.507720548252968,2.68,59.0,,42.92
823,Facebook,Consideration,Retail,No,Expert,13.0,14243.0,194832.0,57343.0,3,4.6789491481659855,2.87,51.9,,37.5
824,Facebook,Consideration,Hospitality,No,Novice,16.0,15829.0,236743.0,166158.0,6,0.6511061601338666,2.68,70.9,,12.82
825,Google Ads,Awareness,Technology,No,Novice,5.0,5595.0,26822.0,40078.0,5,3.089033667797481,1.87,65.9,,28.69
826,TikTok,Awareness,Retail,No,Expert,9.0,695.0,6927.0,45555.0,3,2.5293325202859602,2.54,69.2,,19.32
827,Facebook,Awareness,Technology,No,Intermediate,11.0,1728.0,18686.0,52926.0,4,1.527375582934523,2.76,66.5,,42.01
828,Facebook,Consideration,Retail,No,Novice,7.0,13522.0,87636.0,114118.0,3,1.8718020784830476,1.11,33.9,,-5.79
829,Google Ads,Awareness,Hospitality,No,Intermediate,4.0,8280.0,27862.0,63431.0,5,3.6452155058319793,1.04,75.1,,36.6
830,TikTok,Consideration,Retail,No,Expert,25.0,15938.0,384869.0,274288.0,6,0.6283350173467106,2.06,47.9,,-0.38
831,Google Ads,Conversion,Retail,No,Novice,25.0,15485.0,383081.0,28851.0,6,4.177995204036795,0.39,95.4,,14.74
832,Google Ads,Awareness,Hospitality,No,Novice,18.0,19161.0,355115.0,118093.0,6,1.1272168066184904,0.45,60.8,,-4.13
833,Facebook,Consideration,Education,No,Intermediate,22.0,7062.0,151074.0,23995.0,5,4.355145857846795,1.98,81.0,,40.13
834,Facebook,Awareness,Hospitality,No,Novice,25.0,10133.0,262495.0,151011.0,3,2.5947107235596554,0.83,81.1,,13.1
835,Instagram,Awareness,Education,Yes,Expert,28.0,5294.0,150940.0,37387.0,7,3.7550719179252017,0.67,59.5,57614.61597713574,47.78
836,Email,Awareness,Technology,Yes,Intermediate,18.0,4750.0,92350.0,180933.0,4,6.1904972332852894,1.96,93.7,27698.893102586488,-38.69
837,Google Ads,Awareness,Retail,Yes,Expert,6.0,1708.0,11069.0,30643.0,8,4.548570505788198,1.32,58.9,74282.14279982809,35.05
838,Instagram,Conversion,Retail,No,Expert,6.0,19401.0,107044.0,85152.0,2,2.4757944966900647,0.02,68.2,,24.04
839,Google Ads,Consideration,Hospitality,Yes,Intermediate,14.0,4364.0,58102.0,23697.0,4,0.06919265937355279,0.5,72.8,28292.51888349125,23.79
840,Google Ads,Conversion,Retail,No,Novice,11.0,3130.0,35201.0,85766.0,4,4.422848156498759,0.04,87.3,,38.72
841,Instagram,Conversion,Hospitality,No,Novice,18.0,15792.0,280723.0,102510.0,9,4.166238086240155,3.74,54.9,,38.85
842,Google Ads,Awareness,Hospitality,Yes,Novice,13.0,16683.0,204510.0,229715.0,7,1.5150329136128633,1.48,58.2,82242.32050573034,16.95
843,TikTok,Consideration,Hospitality,Yes,Intermediate,23.0,5994.0,136305.0,22206.0,5,3.0365160364742096,1.82,62.9,119832.44303084226,41.14
844,Google Ads,Consideration,Hospitality,No,Expert,9.0,7089.0,66213.0,63073.0,6,5.386155180461255,1.52,76.2,,48.59
845,Facebook,Awareness,Technology,No,Novice,7.0,1099.0,7269.0,109917.0,6,1.724837759886193,2.7,72.0,,16.84
846,Email,Conversion,Hospitality,No,Intermediate,6.0,11258.0,73342.0,94373.0,4,1.7468875503546375,2.01,33.4,,28.62
847,TikTok,Awareness,Hospitality,No,Expert,19.0,10693.0,195436.0,70775.0,7,2.5423525253007755,2.34,59.4,,20.61
848,Email,Conversion,Hospitality,Yes,Intermediate,5.0,21360.0,112802.0,235347.0,3,6.043771886191217,2.56,42.7,139982.41254516307,44.71
849,Google Ads,Awareness,Retail,No,Expert,19.0,23018.0,396091.0,92712.0,6,4.013496784379918,1.93,84.4,,27.44
850,TikTok,Awareness,Finance,No,Novice,3.0,4818.0,14409.0,41423.0,3,3.5721439254195833,1.21,53.0,,15.49
